OBJECTID,LegacyID,FACILITYID,BlockStreet,IntersectionStreets,ROW_Mailboxes,Surface_Type,SHAPESTArea,SHAPESTLength,Latitude,Longitude
199,Not Specified,88240B5E-8C48-433C-8E76-97AA4D8A8088,Not Specified,S New St & W Green St,No,Not Specified,1497.0238434723658,154.87415664515288,40.11013028675244,-88.25399242625832
200,Not Specified,DFDCAB4D-DC24-447A-934E-F27446A371CC,Not Specified,S Lynn St & W Green St,No,Asphalt,1813.1344330086026,170.4760631973525,40.110140818916705,-88.25172607172608
201,1526,6917,500 S Lynn St,Not Specified,No,Brick,14139.261742163008,1133.4295148153954,40.11091317271083,-88.25173324278558
202,1065,6913,600 W Green St,Not Specified,No,Asphalt,19211.481035751003,1264.3112204058493,40.11013575944377,-88.25286121085037
203,Not Specified,7B2CD938-E944-4AF7-95DE-DB41BAD7CB44,Not Specified,S Lynn St & W John St,No,Concrete,2345.397244904461,186.93411012243234,40.10900876384795,-88.25171900974955
204,1527,6912,600 S Lynn St,Not Specified,No,Concrete,5433.738009335577,470.21928692656127,40.10981776031815,-88.25172435266897
205,Not Specified,3103280B-0025-47FC-930E-E69E0CEDF90A,Not Specified,S Elm Blvd & S Elm St,No,Concrete,1685.5272401818322,163.98368142571434,40.1090031626665,-88.25006036783562
206,1324,10158,500 W John St,Not Specified,No,Concrete,14888.91632885257,931.1352588394989,40.109006699874534,-88.25088592417168
207,Not Specified,9FFB795B-7CA4-4F6D-ADE9-F53F0BA4DA2B,Not Specified,S Elm St & W Green St,No,Asphalt,1773.2571260758762,168.60781621810665,40.110148785688224,-88.25007353136237
208,817,9782,500 S Elm St,Not Specified,No,Brick,14390.430152771361,1115.286934157201,40.11091620440869,-88.25007757337384
209,818,9784,600 S Elm St,Not Specified,No,Brick,10144.173914118534,834.6624711710202,40.10957756871782,-88.25006740787153
210,1064,6911,500 W Green St,Not Specified,No,Asphalt,13757.151752190071,931.1476331634791,40.11014453315708,-88.25089392230483
211,Not Specified,842200A7-5CE6-404A-961B-630D6B0D0779,Not Specified,S Prairie St & W Green St,No,Asphalt,1959.5441626816132,177.33813222405703,40.11015753843272,-88.24842845266295
212,1914,6907,500 S Prairie St,Not Specified,No,Brick,13936.421168358855,1102.4776881825449,40.11091403758769,-88.24844085507439
213,1063,6909,400 W Green St,Not Specified,No,Asphalt,13472.370691025902,930.0113478487151,40.110151862040404,-88.24925202736954
214,Not Specified,C11042DD-197A-45F8-87AD-A1EB344332FB,Not Specified,S Prairie St & W John St,No,Concrete,1568.438284823753,158.72389695140214,40.10899514299782,-88.2484247549135
215,1915,10016,600 S Prairie St,Not Specified,No,Brick,10275.233164350204,851.1999759634351,40.10957560218435,-88.24842981652829
216,1323,10157,Not Specified,Harwood Ct & W John St,No,Concrete,14811.243348337732,924.3432545906396,40.10899910650232,-88.24923954671914
217,1061,6908,Not Specified,S State St & W Green St,No,Asphalt,3425.024785790893,234.9219464596665,40.11015801874836,-88.24678948878109
218,2262,9983,500 S State St,Not Specified,No,Asphalt,21599.169207024832,1093.7927602120653,40.1109208801418,-88.24678462799766
219,1062,6904,300 W Green St,Not Specified,No,Asphalt,16977.97657717684,927.5366513458974,40.110163310991226,-88.24757538857631
220,Not Specified,FDDBE0D2-2904-4B80-BB8A-EB1D63909506,Not Specified,S State St & W John St,No,Asphalt,2345.596515950362,194.79326974879044,40.108990324101526,-88.24677030752052
221,2263,9988,600 S State St,Not Specified,No,Asphalt,16612.85347511895,869.4230456923907,40.10956664566215,-88.24677520002513
222,1322,10159,300 W John St,Not Specified,No,Concrete,14648.546453008214,923.6562260894198,40.10899323034082,-88.2476138453023
223,Not Specified,6EF8AE32-10F2-475E-9709-E67EC0D77EC9,Not Specified,S Randolph St & W Green St,No,Asphalt,3544.7218716879092,241.74561730724452,40.11016078291343,-88.24511732744863
224,2008,6899,500 S Randolph St,Not Specified,No,Asphalt,21444.156404373975,1079.221313136698,40.110924352841266,-88.24512910366398
225,1060,6897,200 W Green St,Not Specified,No,Asphalt,23110.884943467518,953.6512570590457,40.1101666472824,-88.24594919227093
226,1769,9736,600 S New St,Not Specified,No,Concrete,9765.273026640574,810.4120874310822,40.109583351424725,-88.2539982178492
227,Not Specified,BB9AFC60-5109-44A6-B6C2-83E5544167AD,Not Specified,S New St & W John St,No,Concrete,2058.8773567457306,179.85585821229864,40.109026084720334,-88.25399387649458
228,Not Specified,06C123D7-6744-4A7A-B569-B8F1F03E9067,Not Specified,Pine St & W Green St,No,Concrete,1250.1165888121684,141.49743875033238,40.11013467860003,-88.25587508027978
229,1066,6919,700 W Green St,Not Specified,No,Concrete,13658.055504752754,1054.9526323943107,40.11013213974845,-88.25493748568671
230,1886,10152,600 Pine St,Not Specified,No,Asphalt,9883.385694296712,803.532543375963,40.10958670942904,-88.25586797354745
231,Not Specified,A61D5B38-6604-46A4-A605-576CEA808E07,Not Specified,Pine St & W John St,No,Concrete,1508.1866639435552,155.53226400008919,40.10903196412657,-88.25586068803395
232,1326,10154,700 W John St,Not Specified,No,Concrete,16993.16231648933,1052.826472718472,40.10902896916441,-88.25493517575316
233,1913,10013,400 S Prairie St,Not Specified,No,Brick,8393.096781481194,688.0546450196631,40.11213999000991,-88.24845038153228
234,Not Specified,80A89431-E970-41C6-B27A-86E218831FCA,Not Specified,S Prairie St & W Springfield Ave,No,Not Specified,1703.9048100186328,165.84618956692452,40.112621288672855,-88.2484523118833
235,8888,9944,300 W Springfield Ave,Not Specified,No,Not Specified,18349.783392146266,937.3018268853154,40.11261908240595,-88.24758276164185
236,816,9781,400 S Elm St,Not Specified,No,Brick,8379.96384067942,687.564228504126,40.112146074646404,-88.25008490830012
237,Not Specified,D8600D47-EC14-430F-A453-17AF3E200284,Not Specified,S Elm St & W Springfield Ave,No,Not Specified,1720.339226457026,166.59077125607496,40.11262539322587,-88.25008610975775
238,Not Specified,265C2686-1AFD-4D13-AEA6-7006616B5F17,400 W Springfield Ave,Not Specified,No,Not Specified,15198.852671178298,934.392766352084,40.112623837681724,-88.24927147334914
239,1525,9750,400 S Lynn St,Not Specified,No,Brick,8352.584824927144,686.2158824317924,40.11215259672021,-88.25174786374902
240,Not Specified,2CE45DCE-C858-44D7-9AB3-4C93DA93AC43,Not Specified,S Lynn St & W Springfield Ave,No,Not Specified,1719.4571610562298,166.41492468296855,40.11263069614858,-88.25175168294831
241,1767,6595,400 S New St,Not Specified,No,Concrete,8520.478190995642,707.0427071186346,40.11214700363633,-88.2542437164083
242,Not Specified,4ECB474F-8C89-4872-806B-DFA59F38590C,Not Specified,S New St & W Springfield Ave,No,Not Specified,1898.5285215273757,174.6396049711494,40.11263567676382,-88.25424856721939
243,Not Specified,550F78F6-AA80-4418-B746-3FEAB5ABB516,600 W Springfield Ave,Not Specified,No,Not Specified,23945.993415242025,1414.718487036545,40.112634407932774,-88.25299644216403
244,1166,6371,800 W Healey St,Not Specified,No,Brick,13380.968746871822,1059.2188698938141,40.11169383948357,-88.2568433731078
245,Not Specified,DA9B182A-DA4E-46BB-BF62-752BFCCBBA26,Not Specified,S Prospect Ave & W Healey St,No,Asphalt,2039.9807621049677,181.5624114157235,40.111698125552344,-88.25780549113954
246,1959,7044,400 S Prospect Ave,Not Specified,No,Asphalt,14571.648513030097,697.6744104053524,40.11216607243419,-88.25780940124227
247,1067,6368,800 W Green St,Not Specified,No,Concrete,14360.04430745116,1070.7275965166593,40.11013753900023,-88.2568518826246
248,Not Specified,0898C5E2-F703-41A4-963C-A0498163921D,Not Specified,S Prospect Ave & W Green St,No,Asphalt,2720.951038722454,209.11415738781403,40.1101400819791,-88.2577871823869
249,1960,6376,500 S Prospect Ave,Not Specified,No,Asphalt,20735.462986751492,1158.8093425625252,40.11092283656484,-88.2577953858086
250,1327,10153,800 W John St,Not Specified,No,Concrete,17440.84903867486,1078.965843974233,40.10903353243922,-88.25681188568164
251,Not Specified,A41E8A5B-0B1D-476A-B289-CBE135103109,Not Specified,S Prospect Ave & W John St,No,Asphalt,3019.114980702405,219.81591751053128,40.10902776219566,-88.25777280489596
252,1961,6367,600 S Prospect Ave,Not Specified,No,Asphalt,13994.506292535596,825.4552691673059,40.10958750619985,-88.25777992579896
253,Not Specified,3C4922CE-7310-4292-9E6D-128892F33ED8,Not Specified,E Kirby Ave & S Neil St,No,Asphalt,12475.454841578603,447.6925153881665,40.09809670239056,-88.2446001001814
254,Not Specified,2BFBBC3E-3410-4F8F-B2F9-E04D7134EB2C,Not Specified,Hessel Blvd & S Neil St,No,Not Specified,7884.67062904213,462.16708560373314,40.102619494853855,-88.24387893245564
255,1059,6896,100 W Green St,Not Specified,No,Asphalt,22409.93016765071,956.9191290309084,40.110177599849,-88.24431117010829
256,Not Specified,119C4FC9-D634-403B-8CC6-9F6E6CB8C799,Not Specified,E Green St & S Neil St,No,Not Specified,6106.092394662311,312.90028793711286,40.110183923504415,-88.24347337850453
257,8888,6614,Not Specified,E Springfield Ave & S Neil St,No,Not Specified,7376.388308457763,326.93313534519973,40.11257759430966,-88.24349979973114
258,1321,9987,200 W John St,Not Specified,No,Concrete,14464.754879604248,919.1059152484703,40.10898904937515,-88.24594019543972
259,Not Specified,D82A91EA-FE06-4592-BC40-DD3DC217644A,Not Specified,S Randolph St & W John St,No,Asphalt,2392.9014198143236,195.82384789065497,40.10898730787285,-88.24510979202066
260,2679,10178,100 William St,Not Specified,No,Asphalt,11606.37965065781,998.9797446516033,40.10681105745214,-88.24425360545949
261,Not Specified,484D14A4-5B51-4A33-99F3-EB27AA143A73,Not Specified,S Randolph St & William St,No,Asphalt,2659.095275352631,206.305020194493,40.10681310869512,-88.24508709244618
262,366,10179,100 Charles St,Not Specified,No,Concrete,11321.440671073366,969.4250203964577,40.10585694715689,-88.24422128050361
263,Not Specified,44C5E8DA-B1F5-4BB8-BB2F-D87883BB8ACC,Not Specified,Charles St & S Randolph St,No,Asphalt,2495.158888351061,201.9357603189814,40.10585996131102,-88.24507763305242
264,2011,9949,800 S Randolph St,Not Specified,No,Asphalt,13299.167915954715,712.2096617678658,40.106327242290284,-88.24508351021483
265,2238,10418,100 Stanage Ave,Not Specified,No,Asphalt,11248.789858118338,948.080955372802,40.104962190892394,-88.24424359977421
266,Not Specified,9A7EA376-E30D-4C9F-B410-153C980B4221,Not Specified,S Randolph St & Stanage Ave,No,Concrete,2565.2578086373146,204.0296038691911,40.10495490772533,-88.24506910316522
267,2012,9951,900 S Randolph St,Not Specified,No,Asphalt,7038.5088799749155,423.830458963418,40.105584272640606,-88.24507683707301
268,787,10425,100 Ells Ave,Not Specified,No,Concrete,10460.223666545542,888.4755820536753,40.10416796287927,-88.24428552675722
269,Not Specified,46DD3C38-F5C9-4202-85A3-5FF31378C1EA,Not Specified,Ells Ave & S Randolph St,No,Concrete,2554.2594894985805,214.72478859054903,40.10413347422077,-88.24506321310736
270,2680,9990,200 William St,Not Specified,No,Concrete,11168.343344796409,927.8652287028766,40.10681774282282,-88.24590611377725
271,Not Specified,CEBA50DB-BE99-4EE0-BBED-B4873E869E88,Not Specified,S State St & William St,No,Asphalt,2493.5748167067104,202.13169213625767,40.1068205015895,-88.24674618691616
272,2264,9989,Not Specified,Daugherty Ct & S State St,No,Asphalt,33053.69665946924,1612.5653002398308,40.10790284234462,-88.24675752153999
273,1916,10017,Not Specified,Daugherty Ct & S Prairie St,No,Brick,17284.923724270902,1579.0682020214574,40.10790208666326,-88.24841519700277
274,Not Specified,D16A09C2-42A0-43A5-A1B3-54D3A9043FD7,Not Specified,S Prairie St & William St,No,Concrete,844.3469737853135,116.43824356327364,40.10682345179959,-88.2484058104717
275,2681,10019,300 William St,Not Specified,No,Concrete,11369.636243466752,922.8406756564559,40.10682256059881,-88.24759850514307
276,2682,10167,400 William St,Not Specified,No,Concrete,10811.195605775607,875.7470271114361,40.10682666967824,-88.24917706047675
277,Not Specified,098642CD-03F9-4BF5-A87B-8442D223F279,Not Specified,S Elm Blvd & William St,No,Brick,2585.84713524851,222.235377927301,40.1068294659425,-88.2500398869253
278,367,9993,200 Charles St,Not Specified,No,Concrete,11034.557450563178,911.5508263981388,40.10586396883712,-88.24590736881787
279,Not Specified,8A876F8F-6FCF-4B49-A021-CC5D91EB69AA,Not Specified,Charles St & S State St,No,Asphalt,2297.307695635835,193.2334440305911,40.10587478355936,-88.24673643538404
280,2265,9992,800 S State St,Not Specified,No,Asphalt,13444.212080167888,722.8363457817834,40.10634755419863,-88.24674138381505
281,Not Specified,93796123-EDC2-4EB6-B933-4EA3124DE0FC,Not Specified,S State St & Stanage Ave,No,Concrete,1982.5894810700509,179.2056307287923,40.10494598012613,-88.24672713956483
282,2239,10419,200 Stanage Ave,Not Specified,No,Concrete,11244.108543003556,927.7638783263728,40.104944450191766,-88.2458921409447
283,67,10431,100 Avondale Ave,Not Specified,No,Concrete,9370.732265020551,804.1329692931453,40.10345493380159,-88.24433920408542
284,68,10000,200 Avondale Ave,Not Specified,No,Concrete,11222.25708497045,952.6371491076677,40.103460798106354,-88.24591402140065
285,Not Specified,3BD7BEF5-98E7-4F5A-A5C9-5AB644DE18C8,Not Specified,Avondale Ave & S Randolph St,No,Concrete,2429.7801497824107,201.1407799049549,40.10345844917157,-88.24506055559858
286,2015,9960,1200 S Randolph St,Not Specified,No,Concrete,17146.967645883266,928.0872582359699,40.10286929267759,-88.2450453973969
287,Not Specified,C7292062-947D-4E80-A72F-1BF0310F7988,Not Specified,Hessel Blvd & S State St,No,Concrete,2976.1619823603096,218.27135449362223,40.102277065805886,-88.24669870366891
288,2268,9998,1000 S State St,Not Specified,No,Concrete,10432.521006220071,638.0061583760612,40.104525579043,-88.24672223990748
289,0000,10428,Not Specified,Ells Ave & S State St,No,Concrete,2009.9429316685957,180.46692139416035,40.10410380240097,-88.24671810965127
290,788,10001,200 Ells Ave,Not Specified,No,Concrete,11229.956366542341,925.4960105668774,40.1041006793038,-88.24588467811223
291,1917,10020,800 S Prairie St,Not Specified,No,Brick,7130.112418071292,702.1394979347978,40.106344148440364,-88.24840095806954
292,Not Specified,6FA0AF42-CF1C-40B3-BF13-2439ADE1248F,Not Specified,Charles St & S Prairie St,No,Concrete,1673.550688452692,164.3033737167969,40.10587298927473,-88.24839519036092
293,368,10022,300 Charles St,Not Specified,No,Concrete,11128.195863016881,915.8293725102271,40.105870825812936,-88.24757118499858
294,1528,9756,700 S Lynn St,Not Specified,No,Concrete,20022.571002055673,1579.0393693559283,40.10791152338772,-88.25170675074557
295,Not Specified,1A6F0CC8-9A8B-42C1-B123-71DE68E598AB,Not Specified,S Lynn St & William St,No,Asphalt,1231.1389225522992,140.58846972587045,40.1068369528774,-88.25169338720562
296,2683,10165,500 William St,Not Specified,No,Asphalt,11092.150494802205,882.5049819894962,40.10683338944955,-88.2509039045412
297,369,10191,400 Charles St,Not Specified,No,Concrete,10343.095952546231,844.0196658957592,40.10587629210226,-88.24916268046708
298,Not Specified,4195DD7B-B4DD-48E5-B357-6FA794025AE1,Not Specified,Charles St & S Elm Blvd,No,Concrete,2637.6650365118053,249.84592407453448,40.10587925998076,-88.25003074775412
299,0000,10967,Not Specified,Haines Blvd & S Lynn St,No,Not Specified,1861.2767983139572,177.18765896775113,40.10371538564656,-88.25201576727596
300,2241,10423,500 Stanage Ave,Not Specified,No,Concrete,11320.9100403447,914.6201106392439,40.104957875876316,-88.24923571990244
301,Not Specified,6C253A0D-705E-485C-88C5-F81FDC2D2C2B,Not Specified,S Prairie St & Stanage Ave,No,Concrete,1378.2443385717813,155.77084803164655,40.10495406411839,-88.24839197114942
302,1918,Not Specified,900 S Prairie St,Not Specified,No,Brick,3658.6924461386657,386.5631380034761,40.10561405631879,-88.24839577042633
303,795,10417,900 S Elm Blvd,Not Specified,No,Concrete,7203.567592122456,670.8443717421155,40.10550105035317,-88.25002535503401
304,1105,10963,500 Haines Blvd,Not Specified,No,Asphalt,16470.371122209228,1278.092585643381,40.10345478089879,-88.25117861259396
305,820,9788,400 Ells Ave,Not Specified,No,Oil and Chip,3703.035628412193,666.928091755864,40.103707132520185,-88.2499504798338
306,819,9786,400 Ells Ave,Not Specified,No,Oil and Chip,4312.018086241716,653.8793702828373,40.104540037810565,-88.24996920966775
307,Not Specified,9A98E042-C53E-4DF1-828A-E8EBB390BB87,400 Ells Ave,Not Specified,No,Concrete,1102.7861177636305,135.94420874095815,40.10411500821394,-88.24996704112311
308,1921,10035,1100 S Prairie St,Not Specified,No,Oil and Chip,6310.517443217646,684.4525660919927,40.10366650243459,-88.2483780957098
309,1920,10027,1000 S Prairie St,Not Specified,No,Oil and Chip,6252.027834971402,665.9346159417819,40.10453624281916,-88.24838443191643
310,Not Specified,966E549B-9868-4B60-9E9E-9C979820781A,Not Specified,Ells Ave & S Prairie St,No,Concrete,1185.0942650341594,138.0276554941224,40.10410832128317,-88.24838067134289
311,789,10427,300 Ells Ave,Not Specified,No,Concrete,11271.523593169875,918.1256518954675,40.10410585453664,-88.24755533239434
312,799,10955,1300 S Elm Blvd,Not Specified,No,Oil and Chip,12426.251347265303,1058.288009842425,40.101672473990355,-88.25052160907029
313,Not Specified,A5FB1450-22BA-4693-BEAC-6379B884708A,Not Specified,Hessel Blvd & S Elm Blvd,No,Concrete,2764.4289288758746,211.7415677518226,40.10230238694187,-88.2505390812666
314,1199,6352,400 Hessel Blvd,Not Specified,No,Concrete,40617.53935063034,2141.870761876629,40.10229282652701,-88.24861671917031
315,Not Specified,83AA5EE4-2EE3-4AD0-B380-DF430B06DC58,Not Specified,Buena Vista Dr & S State St,Yes,Concrete,2299.804507173452,192.8085170479748,40.10125513428168,-88.24668635606304
316,2270,10006,1300 S State St,Not Specified,Yes,Concrete,14331.110957875266,761.4567780429634,40.101759690288844,-88.24669274364676
317,Not Specified,1F8EFC52-2945-41D6-B816-95717F54030F,Not Specified,Birch St & S State St,Yes,Concrete,2250.687401829734,192.4440807478041,40.099914581658915,-88.24667123317226
